provenance,setting,domain,split,input_group,method,human_order,median_scores,complete,pairwise,top_region,best_of_4,rank_regret,cost_units
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0064,Single metric,2|3|1|0,-1.85784946|-0.04691806|1.53791800|0.08481169,1,1.00000000,1.00000000,1.00000000,0.00000000,0.234808
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0065,Single metric,1|3|0|2,-2.17293711|-0.03736575|-5.76605704|-1.88375029,1,1.00000000,1.00000000,1.00000000,0.00000000,0.248763
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0066,Single metric,0|1|3|2,-3.20101906|1.03649612|-3.17061109|-0.25781851,1,0.50000000,0.40000000,0.00000000,0.33333333,0.257356
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0067,Single metric,3|1|2|0,1.11257012|-1.98724672|2.81687121|2.45003104,1,0.50000000,0.40000000,0.00000000,0.66666667,0.174206
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0068,Single metric,3|0|1|2,-1.67724965|1.13895256|-1.44086413|2.92333012,1,0.66666667,0.60000000,1.00000000,0.00000000,0.269370
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0069,Single metric,0|3|2|1,-1.55406008|-4.31481515|-4.10287312|0.79388248,1,0.83333333,0.80000000,0.00000000,0.33333333,0.210242
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0070,Single metric,1|3|2|0,-1.19959871|-0.26773669|-1.60770077|-2.08076268,1,0.50000000,0.60000000,1.00000000,0.00000000,0.176995
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0071,Single metric,2|0|1|3,2.00908904|-0.73598450|-0.07920347|-2.43239638,1,0.83333333,0.80000000,0.00000000,0.33333333,0.247338
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0072,Single metric,0|3|2|1,2.56131678|3.23500409|4.05916600|1.62485436,1,0.33333333,0.20000000,0.00000000,0.66666667,0.182812
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0073,Single metric,0|1|3|2,0.33821104|3.43198172|-1.12617698|0.38245900,1,0.66666667,0.60000000,0.00000000,0.33333333,0.254743
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0074,Single metric,3|1|0|2,1.18472412|0.55158176|0.16578091|2.13423419,1,0.83333333,0.80000000,1.00000000,0.00000000,0.235648
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0075,Single metric,3|1|0|2,3.17340871|-2.76451988|-3.33579958|5.16928173,1,0.83333333,0.80000000,1.00000000,0.00000000,0.244961
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0076,Single metric,0|1|3|2,0.89317570|-0.58555305|-0.74314851|-2.59522282,1,0.83333333,1.00000000,1.00000000,0.00000000,0.359940
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0077,Single metric,3|1|2|0,-2.62438006|3.76647512|-2.81753369|3.83761471,1,0.83333333,1.00000000,1.00000000,0.00000000,0.226503
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0078,Single metric,3|0|1|2,-0.01239471|-0.68816327|-1.47446878|-0.13862683,1,0.83333333,0.80000000,0.00000000,0.33333333,0.164157
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0079,Single metric,1|2|3|0,-3.63992708|1.79797181|3.60438338|1.76788334,1,0.83333333,0.80000000,0.00000000,0.33333333,0.281578
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0080,Single metric,2|0|1|3,-4.23200785|-0.73676920|2.83794536|-0.68280408,1,0.50000000,0.60000000,1.00000000,0.00000000,0.143287
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0081,Single metric,3|2|1|0,-2.76862851|-1.64607871|2.60364009|2.22438501,1,0.83333333,0.80000000,0.00000000,0.33333333,0.249788
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0082,Single metric,2|3|1|0,-1.65703869|-0.22059911|3.40700797|1.83030517,1,1.00000000,1.00000000,1.00000000,0.00000000,0.199680
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0083,Single metric,0|1|2|3,0.94286394|-2.11351832|-1.45155956|-0.50947158,1,0.50000000,0.60000000,1.00000000,0.00000000,0.239041
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0084,Single metric,1|3|0|2,0.91519017|2.68847697|-1.08376753|-2.39258290,1,0.66666667,0.60000000,1.00000000,0.00000000,0.241341
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0085,Single metric,1|0|3|2,0.86717693|-0.86401791|-0.85320187|-1.86331886,1,0.50000000,0.60000000,0.00000000,0.33333333,0.275923
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0086,Single metric,1|2|3|0,-0.97256335|1.30913144|0.07294467|-1.70980065,1,0.83333333,1.00000000,1.00000000,0.00000000,0.255733
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0087,Single metric,1|3|0|2,1.30028593|2.72179998|-1.04815212|-2.02656395,1,0.66666667,0.60000000,1.00000000,0.00000000,0.182341
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0088,Single metric,2|3|0|1,-0.35291608|-4.64775524|3.09372129|-1.47928528,1,0.83333333,0.80000000,1.00000000,0.00000000,0.247249
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0089,Single metric,3|2|1|0,-2.09761220|-0.78188003|1.27395887|3.53398224,1,1.00000000,1.00000000,1.00000000,0.00000000,0.209035
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0090,Single metric,2|3|0|1,-1.91490866|-2.73182567|0.31866837|4.71042255,1,0.83333333,0.80000000,0.00000000,0.33333333,0.172061
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0091,Single metric,3|0|2|1,-0.10289866|4.61791731|-0.21231564|0.51416221,1,0.50000000,0.60000000,0.00000000,1.00000000,0.161794
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0092,Single metric,0|2|1|3,-3.37372765|-4.05210844|-0.53825556|-0.10010318,1,0.33333333,0.40000000,0.00000000,1.00000000,0.244080
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0093,Single metric,3|1|0|2,-3.30802923|-2.38788022|1.62753427|2.68225363,1,0.66666667,0.80000000,1.00000000,0.00000000,0.195738
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0094,Single metric,2|0|3|1,-0.04656374|-0.74703269|-1.46325451|1.87489693,1,0.33333333,0.20000000,0.00000000,0.66666667,0.187438
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0095,Single metric,3|0|2|1,-2.49967233|1.48314762|3.19392980|-1.39227827,1,0.33333333,0.20000000,0.00000000,0.66666667,0.287678
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0096,Single metric,1|2|3|0,-0.55784180|0.63086713|1.10910984|0.18473214,1,0.83333333,0.80000000,0.00000000,0.33333333,0.151662
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0097,Single metric,2|0|3|1,1.31691205|-1.77246579|1.62595214|-1.02445262,1,1.00000000,1.00000000,1.00000000,0.00000000,0.214248
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0098,Single metric,2|3|1|0,-1.34503126|2.59062879|-0.65632603|0.91988298,1,0.50000000,0.40000000,0.00000000,0.66666667,0.241916
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0099,Single metric,0|2|3|1,1.79152328|1.41946534|-0.95686162|-2.06690693,1,0.66666667,0.80000000,1.00000000,0.00000000,0.247578
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0100,Single metric,3|0|2|1,0.88838830|-2.99784029|1.29350352|4.49044748,1,0.83333333,0.80000000,1.00000000,0.00000000,0.258073
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0101,Single metric,0|2|3|1,1.70201934|-1.13690839|1.63686728|0.37450015,1,1.00000000,1.00000000,1.00000000,0.00000000,0.188629
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0102,Single metric,3|1|0|2,-2.36887303|1.12065040|2.33765505|2.43005315,1,0.66666667,0.80000000,1.00000000,0.00000000,0.177341
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0103,Single metric,2|1|3|0,1.11634545|-1.86859239|1.14047107|-1.24720299,1,0.50000000,0.60000000,1.00000000,0.00000000,0.273207
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0104,Single metric,3|2|0|1,-1.47263454|3.91115549|3.80993014|1.24571159,1,0.33333333,0.40000000,0.00000000,1.00000000,0.278605
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0105,Single metric,2|3|0|1,-1.38334471|0.93625014|0.10409476|1.41416845,1,0.50000000,0.60000000,0.00000000,0.33333333,0.198714
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0106,Single metric,2|0|3|1,-1.40287097|-2.44299467|1.34200320|2.95785479,1,0.66666667,0.60000000,0.00000000,0.66666667,0.143945
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0107,Single metric,0|2|1|3,-0.22995953|-1.85270130|-0.09384539|-1.18342514,1,0.66666667,0.80000000,0.00000000,0.33333333,0.244819
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0108,Single metric,1|2|0|3,-1.38393728|1.47803496|1.26803718|-0.64772594,1,0.83333333,1.00000000,1.00000000,0.00000000,0.220669
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0109,Single metric,0|1|2|3,-0.70610132|0.02782416|4.11249639|0.68899581,1,0.16666667,0.00000000,0.00000000,0.66666667,0.201077
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0110,Single metric,2|3|0|1,-2.04142758|-4.23077492|2.67426813|0.51665844,1,1.00000000,1.00000000,1.00000000,0.00000000,0.333519
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0111,Single metric,3|2|0|1,-2.03425225|-2.35826761|1.70189810|2.48514671,1,1.00000000,1.00000000,1.00000000,0.00000000,0.172092
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0112,Single metric,2|1|0|3,-1.36233669|0.61030802|3.30622755|0.22145220,1,0.83333333,1.00000000,1.00000000,0.00000000,0.234216
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0113,Single metric,3|0|2|1,-0.08516527|0.37419560|-0.91694904|0.45818453,1,0.66666667,0.80000000,1.00000000,0.00000000,0.272350
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0114,Single metric,3|2|1|0,-1.00815944|1.11387054|1.96571282|2.55349620,1,1.00000000,1.00000000,1.00000000,0.00000000,0.209156
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0115,Single metric,1|2|0|3,-0.31364170|1.97767744|-0.98600694|-3.53907809,1,0.83333333,0.80000000,1.00000000,0.00000000,0.248595
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0116,Single metric,0|1|2|3,0.79093924|2.47467548|-2.24329213|-2.46778462,1,0.83333333,0.80000000,0.00000000,0.33333333,0.277720
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0117,Single metric,1|3|0|2,-0.44736100|1.54999273|2.04720639|1.87031423,1,0.33333333,0.40000000,0.00000000,1.00000000,0.223596
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0118,Single metric,1|0|2|3,0.57866973|3.12845064|-2.76109267|0.48303981,1,0.83333333,1.00000000,1.00000000,0.00000000,0.165707
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0119,Single metric,3|0|1|2,0.44033797|0.06093112|-2.83908552|0.34696786,1,0.83333333,0.80000000,0.00000000,0.33333333,0.183043
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0120,Single metric,2|0|1|3,-2.59966476|1.11345778|3.52736725|-2.05411431,1,0.66666667,0.60000000,1.00000000,0.00000000,0.196747
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0121,Single metric,3|1|2|0,3.12357665|-3.50088853|-0.47384123|-0.17543175,1,0.33333333,0.40000000,0.00000000,1.00000000,0.166817
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0122,Single metric,3|0|1|2,-1.76601511|2.09138997|-0.02843410|3.90113265,1,0.66666667,0.60000000,1.00000000,0.00000000,0.180314
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0123,Single metric,0|3|1|2,1.35537661|0.03549918|1.21002823|0.05882366,1,0.66666667,0.80000000,1.00000000,0.00000000,0.245488
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0124,Single metric,1|2|3|0,1.59241501|-0.58401340|-0.30193051|-1.77487129,1,0.33333333,0.40000000,0.00000000,1.00000000,0.256478
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0125,Single metric,3|0|1|2,2.80245684|-0.39964423|-3.13551475|-2.48635832,1,0.66666667,0.60000000,0.00000000,0.33333333,0.160059
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0126,Single metric,2|0|3|1,-1.96956271|-2.48272045|0.39004264|-1.67309208,1,0.83333333,0.80000000,1.00000000,0.00000000,0.227566
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0127,Single metric,2|1|0|3,2.07937542|-3.11690410|-1.68009196|-0.69525928,1,0.33333333,0.20000000,0.00000000,0.66666667,0.271684
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0128,Single metric,1|0|3|2,-0.83758305|4.27146180|-1.22649762|3.45637047,1,0.83333333,0.80000000,1.00000000,0.00000000,0.212660
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0129,Single metric,0|2|1|3,2.78105220|-1.48422689|0.54793301|-2.55224949,1,1.00000000,1.00000000,1.00000000,0.00000000,0.254164
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0130,Single metric,0|1|2|3,-0.00972076|-0.21259074|-1.61497271|2.97365964,1,0.50000000,0.60000000,0.00000000,1.00000000,0.285078
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0131,Single metric,2|1|0|3,3.53272159|-3.57785188|1.25608316|-1.82794284,1,0.50000000,0.40000000,0.00000000,0.66666667,0.226310
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0132,Single metric,1|3|0|2,-1.91682848|-0.20217865|-3.09542549|1.04986874,1,0.83333333,0.80000000,0.00000000,0.33333333,0.210662
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0133,Single metric,3|0|1|2,-0.66085209|2.27475765|1.81366534|-0.75288196,1,0.16666667,0.00000000,0.00000000,0.66666667,0.252816
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0134,Single metric,1|2|3|0,0.18938617|-0.12364789|4.58963041|0.87990458,1,0.50000000,0.40000000,0.00000000,0.33333333,0.186918
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0135,Single metric,3|0|2|1,1.52568923|-2.00376956|0.13724157|-0.27073803,1,0.66666667,0.60000000,0.00000000,0.33333333,0.310027
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0136,Single metric,0|3|1|2,1.85817142|-1.98208779|-0.90993190|0.15680561,1,0.83333333,1.00000000,1.00000000,0.00000000,0.157006
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0137,Single metric,0|1|2|3,1.92330481|0.63467216|0.69138788|-2.73101704,1,0.83333333,0.80000000,1.00000000,0.00000000,0.271635
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0138,Single metric,3|1|0|2,-2.64107349|0.05358559|0.46906239|2.74799342,1,0.66666667,0.80000000,1.00000000,0.00000000,0.208043
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0139,Single metric,0|2|1|3,4.51106802|0.76629303|1.85553179|-3.44865137,1,1.00000000,1.00000000,1.00000000,0.00000000,0.275821
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0140,Single metric,1|3|0|2,1.51668643|1.15467469|-3.21694139|-2.51559560,1,0.66666667,0.60000000,0.00000000,0.66666667,0.276445
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0141,Single metric,3|1|2|0,-0.29079518|1.98014004|1.75608141|2.25785419,1,1.00000000,1.00000000,1.00000000,0.00000000,0.240938
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0142,Single metric,1|3|0|2,1.02020073|2.43552939|0.97902139|0.62143519,1,0.66666667,0.60000000,1.00000000,0.00000000,0.200959
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0143,Single metric,1|3|2|0,-0.64811604|-1.36160009|0.02825475|3.07740018,1,0.50000000,0.40000000,0.00000000,0.33333333,0.164069
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0144,Single metric,1|3|2|0,1.08835396|2.06261856|-0.98799412|3.43196760,1,0.66666667,0.80000000,0.00000000,0.33333333,0.207794
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0145,Single metric,2|1|0|3,-5.06735910|-0.67683264|0.03224382|-2.87743847,1,0.83333333,1.00000000,1.00000000,0.00000000,0.231284
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0146,Single metric,1|0|2|3,0.78359958|2.17006218|-1.96235991|-1.28150062,1,0.83333333,1.00000000,1.00000000,0.00000000,0.174308
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0147,Single metric,2|1|0|3,2.63478455|-0.27518672|0.51161909|-1.55425051,1,0.66666667,0.60000000,0.00000000,0.66666667,0.249605
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0148,Single metric,1|2|0|3,-0.09357102|-1.17873963|-0.63004794|-0.76223021,1,0.33333333,0.20000000,0.00000000,0.66666667,0.187450
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0149,Single metric,3|2|0|1,-1.93784609|-6.24856613|1.29848385|0.41183360,1,0.83333333,0.80000000,0.00000000,0.33333333,0.274564
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0150,Single metric,1|3|0|2,-2.94907541|-3.75336894|-2.19916216|1.90421376,1,0.33333333,0.40000000,0.00000000,0.33333333,0.258703
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0151,Single metric,0|3|2|1,-1.32344607|-3.27677284|-1.47147281|-0.74215004,1,0.83333333,0.80000000,0.00000000,0.33333333,0.161467
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0152,Single metric,1|3|2|0,1.09452370|0.24700873|-3.68538869|0.83538063,1,0.33333333,0.40000000,0.00000000,1.00000000,0.264151
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0153,Single metric,0|3|2|1,3.54148577|-0.54815707|3.31684815|1.39180517,1,0.83333333,0.80000000,1.00000000,0.00000000,0.214883
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0154,Single metric,1|0|3|2,-0.23878520|-1.36883878|-1.28843148|-1.56100265,1,0.50000000,0.60000000,0.00000000,0.33333333,0.182016
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0155,Single metric,1|2|0|3,4.58364860|-0.28225249|-1.75526424|-0.41865765,1,0.50000000,0.40000000,0.00000000,0.66666667,0.180127
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0156,Single metric,0|3|2|1,0.35044573|-2.14855028|-1.27587501|-1.22518029,1,1.00000000,1.00000000,1.00000000,0.00000000,0.213511
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0157,Single metric,2|0|3|1,0.67536904|0.15010579|2.64481148|0.24810591,1,1.00000000,1.00000000,1.00000000,0.00000000,0.248641
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0158,Single metric,3|2|0|1,-3.16820059|-2.55529088|2.94920346|0.26468597,1,0.66666667,0.80000000,0.00000000,0.33333333,0.238252
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0159,Single metric,2|0|1|3,2.21867681|-1.16420950|1.05527657|-0.31289179,1,0.66666667,0.80000000,0.00000000,0.33333333,0.234543
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0000,Metric ensemble,2|3|1|0,-0.59512839|1.89274186|1.07971590|-1.98328488,1,0.50000000,0.40000000,0.00000000,0.66666667,0.464574
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0001,Metric ensemble,3|2|0|1,-2.35839692|-0.66984586|0.91388711|-4.09194486,1,0.33333333,0.40000000,0.00000000,0.33333333,0.621674
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0002,Metric ensemble,1|0|3|2,1.97182199|2.62215635|-0.82857143|-2.20133495,1,0.83333333,1.00000000,1.00000000,0.00000000,0.432568
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0003,Metric ensemble,3|0|2|1,-0.62384719|-2.49960562|-2.66304045|0.03222360,1,0.83333333,1.00000000,1.00000000,0.00000000,0.423812
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0004,Metric ensemble,3|2|1|0,-1.37229497|-2.13643402|0.97662399|5.15811921,1,0.83333333,1.00000000,1.00000000,0.00000000,0.593758
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0005,Metric ensemble,3|1|0|2,-1.94029661|1.51902053|-2.47600933|2.30662977,1,1.00000000,1.00000000,1.00000000,0.00000000,0.532307
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0006,Metric ensemble,1|0|3|2,2.60456493|-0.00312307|-3.54491080|-1.12058077,1,0.83333333,0.80000000,0.00000000,0.33333333,0.840950
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0007,Metric ensemble,0|2|1|3,1.28868598|-1.96578230|0.19202411|0.41580091,1,0.66666667,0.80000000,1.00000000,0.00000000,0.725579
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0008,Metric ensemble,1|3|2|0,-2.96116931|2.52381033|0.24036416|1.07004825,1,1.00000000,1.00000000,1.00000000,0.00000000,0.768529
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0009,Metric ensemble,3|2|1|0,-0.53446408|0.89048393|0.97294538|-0.14462080,1,0.66666667,0.60000000,0.00000000,0.33333333,0.639792
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0010,Metric ensemble,1|0|3|2,0.77209603|1.93993418|-0.49761284|-1.90072729,1,0.83333333,1.00000000,1.00000000,0.00000000,0.626989
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0011,Metric ensemble,1|0|2|3,1.67685708|0.43137708|-1.22596044|2.61899291,1,0.33333333,0.40000000,0.00000000,1.00000000,0.456102
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0012,Metric ensemble,3|0|1|2,0.14402664|0.85559169|0.41873448|1.01497924,1,0.66666667,0.60000000,1.00000000,0.00000000,0.667889
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0013,Metric ensemble,0|2|1|3,0.78186585|2.47466733|-2.34512386|-0.66268418,1,0.50000000,0.40000000,0.00000000,0.66666667,0.765369
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0014,Metric ensemble,1|2|0|3,-3.34647780|-1.68944758|1.59929394|-2.85437527,1,0.66666667,0.80000000,0.00000000,0.33333333,0.684411
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0015,Metric ensemble,3|0|1|2,-1.29154418|-0.69852319|-3.39053951|-0.83448697,1,0.66666667,0.60000000,0.00000000,0.66666667,0.829974
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0016,Metric ensemble,1|2|0|3,-1.35541352|-0.35872670|-2.03589131|1.08065099,1,0.33333333,0.40000000,0.00000000,1.00000000,0.624220
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0017,Metric ensemble,1|0|3|2,1.61071037|2.65335443|-0.04254324|-0.09993781,1,0.83333333,1.00000000,1.00000000,0.00000000,0.696975
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0018,Metric ensemble,2|0|1|3,1.55469514|-2.29973855|-1.94397938|-1.29247805,1,0.50000000,0.60000000,0.00000000,0.33333333,0.359108
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0019,Metric ensemble,1|3|0|2,-1.42061028|-0.37647681|-1.17046141|-0.42421535,1,0.83333333,1.00000000,1.00000000,0.00000000,0.734115
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0020,Metric ensemble,0|3|2|1,0.57391485|0.58812402|1.20562173|2.04061786,1,0.50000000,0.40000000,0.00000000,0.33333333,0.656354
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0021,Metric ensemble,2|3|1|0,-1.28449777|-0.57170648|0.92823349|-0.03993245,1,1.00000000,1.00000000,1.00000000,0.00000000,0.710551
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0022,Metric ensemble,2|1|3|0,-0.40264368|1.43715760|0.38153010|1.66873808,1,0.50000000,0.40000000,0.00000000,0.66666667,0.812812
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0023,Metric ensemble,0|1|3|2,2.78746382|-1.08312564|-0.85083573|0.46978962,1,0.66666667,0.60000000,1.00000000,0.00000000,0.889936
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0024,Metric ensemble,0|1|2|3,2.92179745|1.94874325|-0.71416949|0.35416111,1,0.83333333,1.00000000,1.00000000,0.00000000,0.392403
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0025,Metric ensemble,3|1|2|0,-1.04960808|-0.27288087|-1.97008343|-1.35612896,1,0.50000000,0.60000000,0.00000000,0.33333333,0.688439
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0026,Metric ensemble,2|1|3|0,-0.37808406|1.57206260|2.16302523|0.40389175,1,1.00000000,1.00000000,1.00000000,0.00000000,0.550936
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0027,Metric ensemble,0|1|3|2,3.42545930|2.17546990|-0.69558731|-2.16920777,1,0.83333333,1.00000000,1.00000000,0.00000000,0.903605
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0028,Metric ensemble,0|3|1|2,1.27921799|-2.56644026|-1.72202133|1.36658839,1,0.66666667,0.80000000,0.00000000,0.33333333,0.599995
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0029,Metric ensemble,3|2|1|0,-4.69435815|0.78348398|0.28533487|0.72492576,1,0.66666667,0.60000000,0.00000000,0.66666667,0.443298
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0030,Metric ensemble,3|0|1|2,2.63634878|-1.97726434|1.14760708|1.02297483,1,0.50000000,0.60000000,0.00000000,0.33333333,0.719335
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0031,Metric ensemble,1|0|2|3,-1.10237316|1.29063946|-0.27818860|-0.02007110,1,0.50000000,0.60000000,1.00000000,0.00000000,0.612486
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0032,Metric ensemble,1|0|3|2,1.06774891|1.13816052|-3.60039137|-1.39063765,1,1.00000000,1.00000000,1.00000000,0.00000000,0.600461
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0033,Metric ensemble,3|0|2|1,1.02558700|0.26595003|-1.56605374|0.29613382,1,0.66666667,0.80000000,0.00000000,0.33333333,0.610012
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0034,Metric ensemble,1|2|0|3,0.10077666|2.93453547|-0.79905244|0.86353139,1,0.50000000,0.60000000,1.00000000,0.00000000,0.649278
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0035,Metric ensemble,3|2|0|1,0.19086229|-2.86329632|-1.53273661|-0.59148149,1,0.66666667,0.60000000,0.00000000,0.66666667,0.582782
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0036,Metric ensemble,3|0|2|1,-0.36383930|-3.21909991|-1.15677743|-1.13882425,1,0.83333333,0.80000000,0.00000000,0.33333333,0.553136
SIMULATED,Collect,TD-AR5,ID,SIM-21-ID-0037,Metric ensemble,2|0|3|1,-1.00295518|-1.17550522|2.52180069|-0.51875550,1,0.83333333,0.80000000,1.00000000,0.00000000,0.694880
