provenance,setting,domain,input_group,rater_1,rater_2,rater_3,group_agreement,group_outcome
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0088,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0089,-1,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0090,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0091,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0092,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0093,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0094,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0095,0,2,2,0.3333333333333333,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0096,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0097,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0098,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0099,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0100,1,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0101,0,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0102,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0103,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0104,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0105,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0106,0,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0107,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0108,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0109,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0110,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0111,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0112,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0113,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0114,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0115,2,2,0,0.3333333333333333,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0116,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0117,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0118,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0119,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0120,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0121,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0122,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0123,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0124,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0125,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0126,1,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0127,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0128,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0129,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0130,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0131,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0132,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0133,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0134,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0135,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0136,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0137,1,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0138,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0139,0,0,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0140,2,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0141,2,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0142,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0143,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0144,1,0,2,0.0,no consensus
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0145,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0146,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0147,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0148,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0149,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0150,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0151,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0152,0,0,0,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0153,2,2,2,1.0,tie
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0154,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0155,-1,-1,1,nan,insufficient votes
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0156,1,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0157,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0158,1,1,1,1.0,decisive
SIMULATED,Collect,TD-IG3,SIM-ANN-5-0159,1,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0000,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0001,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0002,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0003,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0004,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0005,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0006,0,-1,2,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0007,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0008,0,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0009,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0010,1,2,0,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0011,0,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0012,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0013,2,0,2,0.3333333333333333,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0014,1,2,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0015,2,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0016,1,1,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0017,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0018,-1,2,2,1.0,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0019,-1,1,0,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0020,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0021,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0022,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0023,1,-1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0024,1,-1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0025,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0026,0,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0027,2,-1,-1,nan,insufficient votes
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0028,1,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0029,-1,2,2,1.0,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0030,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0031,1,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0032,2,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0033,1,-1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0034,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0035,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0036,1,-1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0037,-1,1,0,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0038,2,-1,2,1.0,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0039,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0040,2,2,0,0.3333333333333333,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0041,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0042,1,-1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0043,2,-1,0,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0044,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0045,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0046,1,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0047,1,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0048,0,0,-1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0049,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0050,0,2,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0051,1,1,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0052,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0053,0,0,-1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0054,2,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0055,0,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0056,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0057,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0058,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0059,2,2,2,1.0,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0060,1,2,-1,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0061,-1,2,1,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0062,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0063,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0064,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0065,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0066,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0067,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0068,2,2,2,1.0,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0069,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0070,0,2,-1,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0071,2,2,2,1.0,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0072,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0073,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0074,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0075,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0076,2,2,2,1.0,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0077,-1,1,-1,nan,insufficient votes
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0078,2,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0079,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0080,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0081,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0082,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0083,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0084,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0085,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0086,2,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0087,-1,2,2,1.0,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0088,-1,-1,2,nan,insufficient votes
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0089,-1,2,0,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0090,2,-1,2,1.0,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0091,-1,1,-1,nan,insufficient votes
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0092,2,2,0,0.3333333333333333,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0093,2,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0094,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0095,-1,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0096,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0097,-1,2,2,1.0,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0098,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0099,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0100,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0101,-1,-1,1,nan,insufficient votes
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0102,1,1,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0103,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0104,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0105,1,-1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0106,1,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0107,1,2,2,0.3333333333333333,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0108,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0109,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0110,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0111,0,0,-1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0112,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0113,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0114,-1,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0115,1,0,-1,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0116,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0117,1,-1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0118,0,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0119,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0120,0,1,2,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0121,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0122,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0123,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0124,0,0,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0125,0,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0126,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0127,1,1,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0128,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0129,2,2,2,1.0,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0130,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0131,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0132,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0133,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0134,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0135,2,2,-1,1.0,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0136,0,-1,2,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0137,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0138,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0139,0,2,1,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0140,1,1,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0141,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0142,-1,2,-1,nan,insufficient votes
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0143,2,2,2,1.0,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0144,1,0,2,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0145,2,2,1,0.3333333333333333,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0146,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0147,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0148,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0149,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0150,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0151,-1,2,0,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0152,2,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0153,1,0,2,0.0,no consensus
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0154,1,1,1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0155,0,0,-1,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0156,0,0,0,1.0,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0157,1,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0158,2,1,2,0.3333333333333333,tie
SIMULATED,Collect,TD-TG2,SIM-ANN-6-0159,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0000,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0001,1,2,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0002,0,0,-1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0003,1,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0004,1,1,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0005,0,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0006,-1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0007,0,0,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0008,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0009,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0010,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0011,1,1,2,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0012,2,0,-1,0.0,no consensus
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0013,2,1,0,0.0,no consensus
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0014,0,2,2,0.3333333333333333,tie
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0015,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0016,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0017,1,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0018,1,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0019,0,2,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0020,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0021,1,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0022,2,0,2,0.3333333333333333,tie
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0023,2,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0024,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0025,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0026,-1,0,-1,nan,insufficient votes
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0027,0,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0028,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0029,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0030,0,0,-1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0031,2,0,1,0.0,no consensus
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0032,1,0,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0033,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0034,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0035,1,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0036,1,2,0,0.0,no consensus
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0037,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0038,1,0,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0039,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0040,1,2,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0041,1,1,-1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0042,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0043,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0044,-1,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0045,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0046,0,-1,2,0.0,no consensus
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0047,2,2,2,1.0,tie
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0048,0,2,1,0.0,no consensus
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0049,0,0,-1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0050,0,0,-1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0051,2,2,2,1.0,tie
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0052,0,0,-1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0053,1,2,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0054,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0055,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0056,0,-1,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0057,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0058,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0059,1,1,1,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0060,2,2,-1,1.0,tie
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0061,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0062,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0063,0,1,1,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0064,0,2,0,0.3333333333333333,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0065,0,0,0,1.0,decisive
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0066,2,2,2,1.0,tie
SIMULATED,Collect,TD-AR2,SIM-ANN-7-0067,-1,1,-1,nan,insufficient votes
